Ticket,Símbolo  ,Tipo,Hora de abertura,Preço de abertura,Tamanho,Hora de fechamento,Preço de fechamento,Tempo na operação,Lucro/Prejuízo (Global),Saldo (Global),Comissão/Swap,Lucro/Prejuízo ($),Saldo ($),MAE (Global),MFE (Global),Magic number (Global),Strategy name (Global),Símbolo   (Global),Comentário  ,Lucro/Prejuízo (Pips),Saldo (Pips),Lucro/Prejuízo (%),Saldo (%),Tipo de amostra  ,Comissão/Swap (Global),Rebaixamento   (Global),% Rebaixamento (Global),Tamanho (Global)
862,XAUUSD+,Buy,08.09.2025 19:14:20,3640.63,0.1,08.09.2025 21:05:40,3632.01,1h 51m,-86.7,4159.43,-0.5,-86.7,4159.43,0,0,,Break G 1.5.158,XAUUSD+,sl 3632.01,-86200,5010500,-0.61,35.74,IS,-0.5,-86.70000000000073,-0.6085863318669748,0.1
864,XAUUSD+,Buy,09.09.2025 04:03:40,3641.25,0.1,09.09.2025 08:39:40,3657.29,4h 36m,159.9,4319.33,-0.5,159.9,4319.33,0,0,,Break G 1.5.158,XAUUSD+,tp 3657.29,160400,5170900,1.13,36.87,IS,-0.5,-0.0,-0.0,0.1
866,XAUUSD+,Buy,09.09.2025 12:14:40,3655.13,0.1,09.09.2025 14:58:20,3647.15,2h 43m,-80.3,4239.03,-0.5,-80.3,4239.03,0,0,,Break G 1.5.158,XAUUSD+,sl 3647.15,-79800,5091100,-0.56,36.31,IS,-0.5,-80.29999999999927,-0.5607804275758657,0.1
868,XAUUSD+,Buy,09.09.2025 15:12:40,3655.13,0.1,09.09.2025 15:34:20,3647.75,21m 40s,-74.3,4164.73,-0.5,-74.3,4164.73,0,0,,Break G 1.5.158,XAUUSD+,sl 3647.75,-73800,5017300,-0.52,35.78,IS,-0.5,-154.59999999999854,-1.0796594533403336,0.1
870,XAUUSD+,Buy,15.09.2025 18:09:20,3665.88,0.1,15.09.2025 18:58:40,3681.78,49m 20s,158.5,4323.23,-0.5,158.5,4323.23,0,0,,Break G 1.5.158,XAUUSD+,tp 3681.78,159000,5176300,1.12,36.9,IS,-0.5,-0.0,-0.0,0.1
872,XAUUSD+,Buy,16.09.2025 03:30:40,3684.34,0.1,16.09.2025 04:17:40,3678.44,47m 0s,-59.5,4263.73,-0.5,-59.5,4263.73,0,0,,Break G 1.5.158,XAUUSD+,sl 3678.44,-59000,5117300,-0.42,36.49,IS,-0.5,-59.5,-0.41540909417777927,0.1
874,XAUUSD+,Buy,16.09.2025 09:22:40,3686.54,0.1,16.09.2025 15:41:40,3686.64,6h 19m,0.5,4264.23,-0.5,0.5,4264.23,0,0,,Break G 1.5.158,XAUUSD+,sl 3686.64,1000,5118300,0,36.49,IS,-0.5,-59.0,-0.4119182614535963,0.1
876,XAUUSD+,Buy,16.09.2025 16:39:40,3698.21,0.1,16.09.2025 17:29:40,3691.99,50m 0s,-62.7,4201.53,-0.5,-62.7,4201.53,0,0,,Break G 1.5.158,XAUUSD+,sl 3691.99,-62200,5056100,-0.44,36.05,IS,-0.5,-121.70000000000073,-0.849668685066152,0.1
878,XAUUSD+,Buy,22.09.2025 08:32:20,3698.21,0.1,22.09.2025 09:38:40,3712.79,1h 6m,145.3,4346.83,-0.5,145.3,4346.83,0,0,,Break G 1.5.158,XAUUSD+,tp 3712.79,145800,5201900,1.02,37.07,IS,-0.5,-0.0,-0.0,0.1
880,XAUUSD+,Buy,22.09.2025 10:00:20,3714.27,0.1,22.09.2025 15:22:20,3715.21,5h 22m,8.9,4355.73,-0.5,8.9,4355.73,0,0,,Break G 1.5.158,XAUUSD+,sl 3715.21,9400,5211300,0.06,37.14,IS,-0.5,-0.0,-0.0,0.1
882,XAUUSD+,Buy,29.09.2025 04:00:20,3788.07,0.1,29.09.2025 04:06:40,3779.58,6m 20s,-85.4,4270.33,-0.5,-85.4,4270.33,0,0,,Break G 1.5.158,XAUUSD+,sl 3779.58,-84900,5126400,-0.59,36.54,IS,-0.5,-85.39999999999964,-0.5948844120083031,0.1
884,XAUUSD+,Buy,29.09.2025 05:30:40,3793.12,0.1,29.09.2025 09:14:40,3816.79,3h 44m,236.2,4506.53,-0.5,236.2,4506.53,0,0,,Break G 1.5.158,XAUUSD+,tp 3816.79,236700,5363100,1.66,38.2,IS,-0.5,-0.0,-0.0,0.1
886,XAUUSD+,Buy,29.09.2025 09:30:40,3813.48,0.1,29.09.2025 15:30:40,3814.75,6h 0m,12.2,4518.73,-0.5,12.2,4518.73,0,0,,Break G 1.5.158,XAUUSD+,sl 3814.75,12700,5375800,0.08,38.28,IS,-0.5,-0.0,-0.0,0.1
888,XAUUSD+,Buy,29.09.2025 17:10:40,3828.92,0.1,29.09.2025 17:20:40,3818.94,10m 0s,-100.3,4418.43,-0.5,-100.3,4418.43,0,0,,Break G 1.5.158,XAUUSD+,sl 3818.94,-99800,5276000,-0.69,37.59,IS,-0.5,-100.29999999999927,-0.6908317738534926,0.1
890,XAUUSD+,Buy,29.09.2025 18:00:40,3828.92,0.1,30.09.2025 06:12:40,3852.6,12h 12m,227.09,4645.52,-9.71,227.09,4645.52,0,0,,Break G 1.5.158,XAUUSD+,tp 3852.60,236800,5512800,1.57,39.17,IS,-9.71,-0.0,-0.0,0.1
892,XAUUSD+,Buy,01.10.2025 05:01:40,3869.63,0.1,01.10.2025 05:54:40,3860.56,53m 0s,-91.2,4554.32,-0.5,-91.2,4554.32,0,0,,Break G 1.5.158,XAUUSD+,sl 3860.56,-90700,5422100,-0.62,38.54,IS,-0.5,-91.20000000000073,-0.6227160251052924,0.1
894,XAUUSD+,Buy,01.10.2025 08:04:40,3869.63,0.1,01.10.2025 09:03:20,3860.55,58m 40s,-91.3,4463.02,-0.5,-91.3,4463.02,0,0,,Break G 1.5.158,XAUUSD+,sl 3860.55,-90800,5331300,-0.63,37.92,IS,-0.5,-182.5,-1.2461148528696817,0.1
896,XAUUSD+,Buy,06.10.2025 04:43:20,3910.51,0.1,06.10.2025 07:06:00,3932.13,2h 22m,215.7,4678.72,-0.5,215.7,4678.72,0,0,,Break G 1.5.158,XAUUSD+,tp 3932.13,216200,5547500,1.49,39.41,IS,-0.5,-0.0,-0.0,0.1
898,XAUUSD+,Buy,06.10.2025 10:49:40,3938.59,0.1,06.10.2025 15:29:20,3929.13,4h 39m,-95.1,4583.62,-0.5,-95.1,4583.62,0,0,,Break G 1.5.158,XAUUSD+,sl 3929.13,-94600,5452900,-0.65,38.76,IS,-0.5,-95.10000000000036,-0.6478766540951818,0.1
900,XAUUSD+,Buy,06.10.2025 16:44:40,3943.77,0.1,06.10.2025 19:07:40,3967.23,2h 23m,234.1,4817.72,-0.5,234.1,4817.72,0,0,,Break G 1.5.158,XAUUSD+,tp 3967.23,234600,5687500,1.61,40.36,IS,-0.5,-0.0,-0.0,0.1
902,XAUUSD+,Buy,06.10.2025 22:07:40,3962.55,0.1,07.10.2025 04:11:40,3957.86,6h 4m,-56.61,4761.11,-9.71,-56.61,4761.11,0,0,,Break G 1.5.158,XAUUSD+,sl 3957.86,-46900,5640600,-0.38,39.98,IS,-9.71,-56.61000000000058,-0.3820425814497812,0.1
904,XAUUSD+,Buy,07.10.2025 07:04:40,3973.98,0.1,07.10.2025 08:12:40,3964.05,1h 8m,-99.8,4661.31,-0.5,-99.8,4661.31,0,0,,Break G 1.5.158,XAUUSD+,sl 3964.05,-99300,5541300,-0.68,39.31,IS,-0.5,-156.40999999999985,-1.0555605045850487,0.1
906,XAUUSD+,Buy,07.10.2025 17:34:40,3982.83,0.1,07.10.2025 18:42:40,3972.5,1h 8m,-103.8,4557.51,-0.5,-103.8,4557.51,0,0,,Break G 1.5.158,XAUUSD+,sl 3972.50,-103300,5438000,-0.71,38.6,IS,-0.5,-260.2099999999991,-1.7560731340584033,0.1
908,XAUUSD+,Buy,07.10.2025 20:41:40,3985.54,0.1,07.10.2025 21:04:40,3974.2,23m 0s,-113.9,4443.61,-0.5,-113.9,4443.61,0,0,,Break G 1.5.158,XAUUSD+,sl 3974.20,-113400,5324600,-0.78,37.82,IS,-0.5,-374.10999999999876,-2.52474739703543,0.1
910,XAUUSD+,Buy,07.10.2025 23:48:40,3985.54,0.1,08.10.2025 05:50:40,4008.95,6h 2m,224.39,4668,-9.71,224.39,4668,0,0,,Break G 1.5.158,XAUUSD+,tp 4008.95,234100,5558700,1.55,39.37,IS,-9.71,-149.71999999999935,-1.0104118582345947,0.1
912,XAUUSD+,Buy,08.10.2025 06:30:40,4011.72,0.1,08.10.2025 08:24:40,4033.27,1h 54m,215,4883,-0.5,215,4883,0,0,,Break G 1.5.158,XAUUSD+,tp 4033.27,215500,5774200,1.47,40.83,IS,-0.5,-0.0,-0.0,0.1
914,XAUUSD+,Buy,09.10.2025 16:08:40,4056.52,0.1,09.10.2025 16:36:40,4045.8,28m 0s,-107.7,4775.3,-0.5,-107.7,4775.3,0,0,,Break G 1.5.158,XAUUSD+,sl 4045.80,-107200,5667000,-0.72,40.11,IS,-0.5,-107.70000000000073,-0.7236444265269141,0.1
916,XAUUSD+,Buy,13.10.2025 02:08:40,4056.52,0.1,13.10.2025 02:41:20,4039.28,32m 40s,-172.9,4602.4,-0.5,-172.9,4602.4,0,0,,Break G 1.5.158,XAUUSD+,sl 4039.28,-172400,5494600,-1.17,38.94,IS,-0.5,-280.60000000000036,-1.8853725727339923,0.1
918,XAUUSD+,Buy,13.10.2025 03:44:40,4056.52,0.1,13.10.2025 04:00:40,4038.97,16m 0s,-176,4426.4,-0.5,-176,4426.4,0,0,,Break G 1.5.158,XAUUSD+,sl 4038.97,-175500,5319100,-1.21,37.74,IS,-0.5,-456.60000000000036,-3.067929852852247,0.1
920,XAUUSD+,Buy,13.10.2025 07:18:40,4056.52,0.1,13.10.2025 16:54:40,4095.1,9h 36m,385.3,4811.7,-0.5,385.3,4811.7,0,0,,Break G 1.5.158,XAUUSD+,tp 4095.10,385800,5704900,2.67,40.41,IS,-0.5,-71.30000000000109,-0.47907007995700474,0.1
922,XAUUSD+,Buy,13.10.2025 18:35:40,4097.46,0.1,13.10.2025 22:07:40,4092.19,3h 32m,-53.2,4758.5,-0.5,-53.2,4758.5,0,0,,Break G 1.5.158,XAUUSD+,sl 4092.19,-52700,5652200,-0.36,40.05,IS,-0.5,-124.50000000000182,-0.836524894174573,0.1
924,XAUUSD+,Buy,13.10.2025 23:54:40,4112.62,0.1,14.10.2025 04:15:40,4141.04,4h 21m,274.49,5032.99,-9.71,274.49,5032.99,0,0,,Break G 1.5.158,XAUUSD+,tp 4141.04,284200,5936400,1.86,41.91,IS,-9.71,-0.0,-0.0,0.1
926,XAUUSD+,Buy,14.10.2025 05:37:40,4146.8,0.1,14.10.2025 08:08:40,4175.93,2h 31m,290.8,5323.79,-0.5,290.8,5323.79,0,0,,Break G 1.5.158,XAUUSD+,tp 4175.93,291300,6227700,1.93,43.84,IS,-0.5,-0.0,-0.0,0.1
928,XAUUSD+,Buy,15.10.2025 06:16:20,4185.69,0.1,15.10.2025 12:20:40,4188.65,6h 4m,29.1,5352.89,-0.5,29.1,5352.89,0,0,,Break G 1.5.158,XAUUSD+,sl 4188.65,29600,6257300,0.19,44.03,IS,-0.5,-0.0,-0.0,0.1
930,XAUUSD+,Buy,15.10.2025 22:19:40,4210.87,0.1,16.10.2025 08:30:40,4216.73,10h 11m,30.46,5383.35,-28.14,30.46,5383.35,0,0,,Break G 1.5.158,XAUUSD+,sl 4216.73,58600,6315900,0.2,44.23,IS,-28.14,-0.0,-0.0,0.1
932,XAUUSD+,Buy,16.10.2025 13:44:40,4239.58,0.1,16.10.2025 18:08:40,4270.23,4h 24m,306,5689.35,-0.5,306,5689.35,0,0,,Break G 1.5.158,XAUUSD+,tp 4270.23,306500,6622400,1.99,46.22,IS,-0.5,-0.0,-0.0,0.1
934,XAUUSD+,Buy,20.10.2025 22:55:40,4376.35,0.1,20.10.2025 23:13:40,4358.42,18m 0s,-179.8,5509.55,-0.5,-179.8,5509.55,0,0,,Break G 1.5.158,XAUUSD+,sl 4358.42,-179300,6443100,-1.15,45.07,IS,-0.5,-179.79999999999927,-1.1460003123137614,0.1
936,XAUUSD+,Buy,12.11.2025 17:10:40,4146.97,0.1,12.11.2025 17:17:40,4171.92,7m 0s,249,5758.55,-0.5,249,5758.55,0,0,,Break G 1.5.158,XAUUSD+,tp 4171.92,249500,6692600,1.61,46.68,IS,-0.5,-0.0,-0.0,0.1
938,XAUUSD+,Buy,13.11.2025 05:43:40,4206.93,0.1,13.11.2025 10:30:40,4238.24,4h 47m,312.6,6071.15,-0.5,312.6,6071.15,0,0,,Break G 1.5.158,XAUUSD+,tp 4238.24,313100,7005700,1.98,48.66,IS,-0.5,-0.0,-0.0,0.1
940,XAUUSD+,Buy,05.12.2025 17:38:40,4256.81,0.1,05.12.2025 17:48:20,4248.09,9m 40s,-87.7,5983.45,-0.5,-87.7,5983.45,0,0,,Break G 1.5.158,XAUUSD+,sl 4248.09,-87200,6918500,-0.55,48.12,IS,-0.5,-87.70000000000073,-0.5456983476602524,0.1
942,XAUUSD+,Buy,11.12.2025 18:00:20,4256.81,0.1,11.12.2025 20:09:40,4283.9,2h 9m,270.4,6253.85,-0.5,270.4,6253.85,0,0,,Break G 1.5.158,XAUUSD+,tp 4283.90,270900,7189400,1.69,49.81,IS,-0.5,-0.0,-0.0,0.1
944,XAUUSD+,Buy,17.12.2025 17:33:40,4347.71,0.1,17.12.2025 17:36:40,4336.42,3m 0s,-113.4,6140.45,-0.5,-113.4,6140.45,0,0,,Break G 1.5.158,XAUUSD+,sl 4336.42,-112900,7076500,-0.7,49.11,IS,-0.5,-113.39999999999964,-0.6976808571507646,0.1
946,XAUUSD+,Buy,18.12.2025 18:10:40,4347.71,0.1,18.12.2025 18:18:40,4371.42,8m 0s,236.6,6377.05,-0.5,236.6,6377.05,0,0,,Break G 1.5.158,XAUUSD+,tp 4371.42,237100,7313600,1.47,50.58,IS,-0.5,-0.0,-0.0,0.1
948,XAUUSD+,Buy,18.12.2025 18:30:20,4367.36,0.1,18.12.2025 19:05:40,4355.81,35m 20s,-116,6261.05,-0.5,-116,6261.05,0,0,,Break G 1.5.158,XAUUSD+,sl 4355.81,-115500,7198100,-0.71,49.87,IS,-0.5,-116.0,-0.7083082728574432,0.1
950,XAUUSD+,Buy,22.12.2025 03:00:40,4367.36,0.1,22.12.2025 04:52:40,4387.54,1h 52m,201.3,6462.35,-0.5,201.3,6462.35,0,0,,Break G 1.5.158,XAUUSD+,tp 4387.54,201800,7399900,1.24,51.11,IS,-0.5,-0.0,-0.0,0.1
952,XAUUSD+,Buy,22.12.2025 08:13:20,4405.07,0.1,22.12.2025 15:11:20,4426.6,6h 58m,214.8,6677.15,-0.5,214.8,6677.15,0,0,,Break G 1.5.158,XAUUSD+,tp 4426.60,215300,7615200,1.3,52.41,IS,-0.5,-0.0,-0.0,0.1
954,XAUUSD+,Buy,26.12.2025 03:01:40,4521.53,0.1,26.12.2025 03:28:40,4507.83,27m 0s,-137.5,6539.65,-0.5,-137.5,6539.65,0,0,,Break G 1.5.158,XAUUSD+,sl 4507.83,-137000,7478200,-0.82,51.59,IS,-0.5,-137.5,-0.8244814011986454,0.1
956,XAUUSD+,Buy,26.12.2025 12:18:40,4521.53,0.1,26.12.2025 13:05:40,4510.07,47m 0s,-115.1,6424.55,-0.5,-115.1,6424.55,0,0,,Break G 1.5.158,XAUUSD+,sl 4510.07,-114600,7363600,-0.7,50.89,IS,-0.5,-252.59999999999854,-1.5146472868565575,0.1
958,XAUUSD+,Buy,26.12.2025 15:30:40,4521.53,0.1,26.12.2025 18:04:40,4548.4,2h 34m,268.2,6692.75,-0.5,268.2,6692.75,0,0,,Break G 1.5.158,XAUUSD+,tp 4548.40,268700,7632300,1.63,52.52,IS,-0.5,-0.0,-0.0,0.1
960,XAUUSD+,Buy,26.12.2025 18:30:20,4546.44,0.1,26.12.2025 18:52:40,4533.86,22m 20s,-126.3,6566.45,-0.5,-126.3,6566.45,0,0,,Break G 1.5.158,XAUUSD+,sl 4533.86,-125800,7506500,-0.76,51.77,IS,-0.5,-126.29999999999927,-0.7566158961225632,0.1
962,XAUUSD+,Buy,12.01.2026 02:05:40,4546.44,0.1,12.01.2026 02:32:40,4576.51,27m 0s,300.2,6866.65,-0.5,300.2,6866.65,0,0,,Break G 1.5.158,XAUUSD+,tp 4576.51,300700,7807200,1.81,53.58,IS,-0.5,-0.0,-0.0,0.1
964,XAUUSD+,Buy,13.01.2026 16:22:40,4621.42,0.1,13.01.2026 17:17:40,4609.16,55m 0s,-123.1,6743.55,-0.5,-123.1,6743.55,0,0,,Break G 1.5.158,XAUUSD+,sl 4609.16,-122600,7684600,-0.73,52.85,IS,-0.5,-123.09999999999854,-0.7298426184215504,0.1
966,XAUUSD+,Buy,14.01.2026 06:03:40,4630.03,0.1,14.01.2026 16:42:40,4617.37,10h 39m,-127.1,6616.45,-0.5,-127.1,6616.45,0,0,,Break G 1.5.158,XAUUSD+,sl 4617.37,-126600,7558000,-0.76,52.09,IS,-0.5,-250.1999999999971,-1.4834006752970914,0.1
968,XAUUSD+,Buy,14.01.2026 21:00:40,4638.59,0.1,14.01.2026 23:14:40,4624.89,2h 14m,-137.5,6478.95,-0.5,-137.5,6478.95,0,0,,Break G 1.5.158,XAUUSD+,sl 4624.89,-137000,7421000,-0.83,51.26,IS,-0.5,-387.6999999999971,-2.2986188721530163,0.1
970,XAUUSD+,Buy,19.01.2026 02:22:40,4678.71,0.1,19.01.2026 03:16:40,4659.5,54m 0s,-192.6,6286.35,-0.5,-192.6,6286.35,0,0,,Break G 1.5.158,XAUUSD+,sl 4659.50,-192100,7228900,-1.17,50.09,IS,-0.5,-580.2999999999975,-3.4405172337126633,0.1
972,XAUUSD+,Buy,19.01.2026 08:55:40,4678.71,0.1,19.01.2026 09:45:40,4663.53,50m 0s,-152.3,6134.05,-0.5,-152.3,6134.05,0,0,,Break G 1.5.158,XAUUSD+,sl 4663.53,-151800,7077100,-0.94,49.16,IS,-0.5,-732.5999999999967,-4.343482552848349,0.1
974,XAUUSD+,Buy,19.01.2026 19:54:40,4678.71,0.1,19.01.2026 21:22:40,4668.55,1h 28m,-102.1,6031.95,-0.5,-102.1,6031.95,0,0,,Break G 1.5.158,XAUUSD+,sl 4668.55,-101600,6975500,-0.63,48.53,IS,-0.5,-834.6999999999971,-4.94881911938646,0.1
976,XAUUSD+,Buy,20.01.2026 05:40:40,4678.71,0.1,20.01.2026 07:05:40,4700.25,1h 25m,214.9,6246.85,-0.5,214.9,6246.85,0,0,,Break G 1.5.158,XAUUSD+,tp 4700.25,215400,7190900,1.34,49.87,IS,-0.5,-619.7999999999975,-3.67470718844582,0.1
978,XAUUSD+,Buy,20.01.2026 07:30:20,4696.1,0.1,20.01.2026 09:24:40,4717.95,1h 54m,218,6464.85,-0.5,218,6464.85,0,0,,Break G 1.5.158,XAUUSD+,tp 4717.95,218500,7409400,1.34,51.21,IS,-0.5,-401.79999999999563,-2.3822157927033243,0.1
980,XAUUSD+,Buy,20.01.2026 10:02:40,4718.24,0.1,20.01.2026 16:01:40,4742.09,5h 59m,238,6702.85,-0.5,238,6702.85,0,0,,Break G 1.5.158,XAUUSD+,tp 4742.09,238500,7647900,1.45,52.65,IS,-0.5,-163.79999999999563,-0.971147204690887,0.1
982,XAUUSD+,Buy,20.01.2026 18:53:40,4750.6,0.1,21.01.2026 02:33:40,4781.64,7h 40m,300.69,7003.54,-9.71,300.69,7003.54,0,0,,Break G 1.5.158,XAUUSD+,tp 4781.64,310400,7958300,1.8,54.45,IS,-9.71,-0.0,-0.0,0.1
984,XAUUSD+,Buy,22.01.2026 18:38:40,4883.73,0.1,22.01.2026 22:14:40,4925.46,3h 36m,416.8,7420.34,-0.5,416.8,7420.34,0,0,,Break G 1.5.158,XAUUSD+,tp 4925.46,417300,8375600,2.45,56.9,IS,-0.5,-0.0,-0.0,0.1
986,XAUUSD+,Buy,23.01.2026 18:02:40,4965.07,0.1,26.01.2026 01:01:00,5006.87,2d 6h 58m,408.29,7828.63,-9.71,408.29,7828.63,0,0,,Break G 1.5.158,XAUUSD+,tp 5006.87,418000,8793600,2.34,59.25,IS,-9.71,-0.0,-0.0,0.1
988,XAUUSD+,Buy,26.01.2026 16:58:40,5096.77,0.1,26.01.2026 17:34:40,5078.16,36m 0s,-186.6,7642.03,-0.5,-186.6,7642.03,0,0,,Break G 1.5.158,XAUUSD+,sl 5078.16,-186100,8607500,-1.05,58.2,IS,-0.5,-186.59999999999854,-1.046631176932823,0.1
990,XAUUSD+,Buy,26.01.2026 19:05:40,5096.77,0.1,26.01.2026 20:31:40,5076.36,1h 26m,-204.6,7437.43,-0.5,-204.6,7437.43,0,0,,Break G 1.5.158,XAUUSD+,sl 5076.36,-204100,8403400,-1.16,57.04,IS,-0.5,-391.1999999999971,-2.1942235606437324,0.1
992,XAUUSD+,Buy,27.01.2026 09:42:20,5100.84,0.1,27.01.2026 10:29:40,5077.7,47m 20s,-231.9,7205.53,-0.5,-231.9,7205.53,0,0,,Break G 1.5.158,XAUUSD+,sl 5077.70,-231400,8172000,-1.33,55.71,IS,-0.5,-623.0999999999985,-3.494940441301423,0.1
994,XAUUSD+,Buy,27.01.2026 18:18:40,5100.84,0.1,27.01.2026 19:17:20,5079.71,58m 40s,-211.8,6993.73,-0.5,-211.8,6993.73,0,0,,Break G 1.5.158,XAUUSD+,sl 5079.71,-211300,7960700,-1.23,54.48,IS,-0.5,-834.8999999999978,-4.682917307723572,0.1
996,XAUUSD+,Buy,27.01.2026 22:02:40,5100.84,0.1,27.01.2026 22:20:40,5145.62,18m 0s,447.3,7441.03,-0.5,447.3,7441.03,0,0,,Break G 1.5.158,XAUUSD+,tp 5145.62,447800,8408500,2.63,57.11,IS,-0.5,-387.59999999999854,-2.1740313192881233,0.1
998,XAUUSD+,Buy,27.01.2026 23:35:20,5176.67,0.1,28.01.2026 04:32:40,5229.94,4h 57m,522.99,7964.02,-9.71,522.99,7964.02,0,0,,Break G 1.5.158,XAUUSD+,tp 5229.94,532700,8941200,3,60.11,IS,-9.71,-0.0,-0.0,0.1
1000,XAUUSD+,Buy,28.01.2026 18:57:40,5299.48,0.1,28.01.2026 20:38:40,5274.69,1h 41m,-248.4,7715.62,-0.5,-248.4,7715.62,0,0,,Break G 1.5.158,XAUUSD+,sl 5274.69,-247900,8693300,-1.38,58.73,IS,-0.5,-248.40000000000146,-1.3827639915787289,0.1
1002,XAUUSD+,Buy,28.01.2026 21:38:40,5305.83,0.1,28.01.2026 22:36:40,5368.59,58m 0s,627.1,8342.72,-0.5,627.1,8342.72,0,0,,Break G 1.5.158,XAUUSD+,tp 5368.59,627600,9320900,3.54,62.27,IS,-0.5,-0.0,-0.0,0.1
1004,XAUUSD+,Buy,23.02.2026 01:01:40,5111.96,0.1,23.02.2026 01:40:40,5154.55,39m 0s,425.4,8768.12,-0.5,425.4,8768.12,0,0,,Break G 1.5.158,XAUUSD+,tp 5154.55,425900,9746800,2.32,64.59,IS,-0.5,-0.0,-0.0,0.1
1006,XAUUSD+,Buy,23.02.2026 02:00:20,5165.55,0.1,23.02.2026 02:01:20,5145.49,1m 0s,-201.1,8567.02,-0.5,-201.1,8567.02,0,0,,Break G 1.5.158,XAUUSD+,sl 5145.49,-200600,9546200,-1.07,63.52,IS,-0.5,-201.09999999999854,-1.0714978378228524,0.1
1008,XAUUSD+,Buy,23.02.2026 16:34:20,5173.87,0.1,23.02.2026 18:19:40,5214.36,1h 45m,404.4,8971.42,-0.5,404.4,8971.42,0,0,,Break G 1.5.158,XAUUSD+,tp 5214.36,404900,9951100,2.18,65.69,IS,-0.5,-0.0,-0.0,0.1
1010,XAUUSD+,Buy,27.02.2026 17:08:40,5236.84,0.1,27.02.2026 17:19:20,5220.77,10m 40s,-161.2,8810.22,-0.5,-161.2,8810.22,0,0,,Break G 1.5.158,XAUUSD+,sl 5220.77,-160700,9790400,-0.85,64.85,IS,-0.5,-161.20000000000073,-0.8496991790809572,0.1
1012,XAUUSD+,Buy,27.02.2026 17:48:40,5236.84,0.1,27.02.2026 19:30:40,5220.17,1h 42m,-167.2,8643.02,-0.5,-167.2,8643.02,0,0,,Break G 1.5.158,XAUUSD+,sl 5220.17,-166700,9623700,-0.89,63.96,IS,-0.5,-328.40000000000146,-1.7310248784751012,0.1
1014,XAUUSD+,Buy,27.02.2026 20:44:40,5239.25,0.1,27.02.2026 23:51:40,5280.93,3h 7m,416.3,9059.32,-0.5,416.3,9059.32,0,0,,Break G 1.5.158,XAUUSD+,tp 5280.93,416800,10040500,2.23,66.19,IS,-0.5,-0.0,-0.0,0.1
